Title,Authors,zbMATH_ID,Keywords,MSCs,Refrences,Full text link
Two-dimensional wave equations with fractal boundaries.,"('Ma, Lin Tao', 'Su, Wei Yi')",6235961,"[{'text': 'von Koch type curve', 'type': 'uncontrolled'}, {'text': '\\(p\\)-type derivative', 'type': 'uncontrolled'}, {'text': 'two-dimensional wave equation', 'type': 'uncontrolled'}, {'text': 'fractal boundary', 'type': 'uncontrolled'}, {'text': 'fractal dimension', 'type': 'uncontrolled'}]","[{'code': '35L20', 'scheme': 'msc2020', 'text': 'Initial-boundary value problems for second-order hyperbolic equations'}, {'code': '28A80', 'scheme': 'msc2020', 'text': 'Fractals'}]",0,['10.1007/s10114-013-1764-5']
Two-step iteration scheme for nonexpansive mappings in uniformly convex Banach space.,"('Yadav, M. R.', 'Thakur, B. S.', 'Sharma, A. K.')",6431123,"[{'text': 'two-step iteration process', 'type': 'uncontrolled'}, {'text': 'nonexpansive mappings', 'type': 'uncontrolled'}, {'text': ""condition (A')"", 'type': 'uncontrolled', 'text_mathjax': 'condition (A&rsquo;)'}, {'text': ""Opial's condition"", 'type': 'uncontrolled', 'text_mathjax': 'Opial&rsquo;s condition'}, {'text': 'common fixed point', 'type': 'uncontrolled'}]","[{'code': '47J25', 'scheme': 'msc2020', 'text': 'Iterative procedures involving nonlinear operators'}, {'code': '65J15', 'scheme': 'msc2020', 'text': 'Numerical solutions to equations with nonlinear operators'}]",0,No doi or fulltext link available
Weighted composition operators between weighted Bloch type spaces.,"('Wolf, Elke',)",6734838,No keywords available,"[{'code': '47B33', 'scheme': 'msc2020', 'text': 'Linear composition operators'}, {'code': '30H30', 'scheme': 'msc2020', 'text': 'Bloch spaces'}, {'code': '47B38', 'scheme': 'msc2020', 'text': 'Linear operators on function spaces (general)'}]",2,No doi or fulltext link available
Profinite completions and continuous extensions of morphisms between free groups and their profinite completions.,"('Lonza, Katija',)",5666369,"[{""text"" : ""pseudovarieties of finite groups"",""type"" : ""uncontrolled""},{""text"" : ""free groups"",""type"" : ""uncontrolled""},{""text"" : ""profinite topologies"",""type"":""uncontrolled""},{ ""text"" : ""profinite groups"",""type"" : ""uncontrolled""},{""text"" : ""profinite completions"", ""type"" : ""uncontrolled""}]","[{""code"" : ""20E18"",""scheme"" : ""msc2020"",""text"" : ""Limits, profinite groups""},{""code"" : ""20E05"",""scheme"" : ""msc2020"",""text"" : ""Free nonabelian groups""},{""code"" : ""20E36"",""scheme"" : ""msc2020"",""text"" : ""Automorphisms of infinite groups""}]",0,"['https://www.anubih.ba/Journals/vol.5,no-2,y09/04revLonza.pdf']"
Jacobi spectral solution for weakly singular integral algebraic equations of index 1.,"('Zhao, Jingjun', 'Wang, Shiying')",1343.6515,No keywords available,"[{'code': '90B80', 'scheme': 'msc2020', 'text': 'Discrete location and assignment'}, {'code': '91A43', 'scheme': 'msc2020', 'text': 'Games involving graphs'}, {'code': '05C70', 'scheme': 'msc2020', 'text': 'Edge subsets with special properties (factorization, matching, partitioning, covering and packing, etc.)'}]",4,https://doi.org/10.1186/1687-1847-2014-165
Fracture analysis using an enriched meshless method.,"('Hildebrand, G.',)",1258.7421,No keywords available,"[{'code': '54A40', 'scheme': 'msc2020', 'text': 'Fuzzy topology'}]",5,https://doi.org/10.1007/s11012-008-9189-4
Structural and numerical studies of some topological properties for Alexandroff spaces.,"('Lazaar, Sami', 'Sabri, Houssem', 'Tahri, Randa')",1498.54029,No keywords available,"[{'code': '16D80', 'scheme': 'msc2020', 'text': 'Other classes of modules and ideals in associative algebras'}]",2,https://doi.org/10.1007/s41980-021-00599-3
A Liouville theorem for nonlocal equations in the Heisenberg group.,"('Cinti, Eleonora',)",1330.3549,No keywords available,"[{'code': '34B37', 'scheme': 'msc2020', 'text': 'Boundary value problems with impulses for ordinary differential equations'}, {'code': '34C25', 'scheme': 'msc2020', 'text': 'Periodic solutions to ordinary differential equations'}]",1,https://mathematicalanalysis.unibo.it/article/view/5289/5028
Approach theory meets probability theory.,"('Berckmoes, B.', 'Lowen, R.', 'Van Casteren, J.')",1213.6002,No keywords available,"[{'code': '35J70', 'scheme': 'msc2020', 'text': 'Degenerate elliptic equations'}, {'code': '35J62', 'scheme': 'msc2020', 'text': 'Quasilinear elliptic equations'}, {'code': '35D30', 'scheme': 'msc2020', 'text': 'Weak solutions to PDEs'}]",3,https://doi.org/10.1016/j.topol.2011.01.004
Retracted article: On the fourth power mean of the two-term exponential sums.,"('Zhu, Minhui', 'Han, Di')",1343.1107,No keywords available,"[{'code': '47J22', 'scheme': 'msc2020', 'text': 'Variational and other types of inclusions'}, {'code': '47H10', 'scheme': 'msc2020', 'text': 'Fixed-point theorems'}]",0,https://doi.org/10.1186/1029-242X-2014-116
Retracted article: â€œSplit Malcev-Poisson-Jordan algebrasâ€.,"('Barreiro, Elisabete', 'SÃ¡nchez, JosÃ© M.')",1498.17008,No keywords available,"[{'code': '16D80', 'scheme': 'msc2020', 'text': 'Other classes of modules and ideals in associative algebras'}, {'code': '16D70', 'scheme': 'msc2020', 'text': 'Structure and classification for modules, bimodules and ideals (except as in 16Gxx), direct sum decomposition and cancellation in associative algebras)'}, {'code': '16W20', 'scheme': 'msc2020', 'text': 'Automorphisms and endomorphisms'}]",1,https://arxiv.org/abs/2206.05547
The maximal operator on generalized Orlicz spaces,"('Hasto, Peter')",NA,No keywords available,"[{'code': '34K35', 'scheme': 'msc2020', 'text': 'Control problems for functional-differential equations'}, {'code': '34K06', 'scheme': 'msc2020', 'text': 'Linear functional-differential equations'}, {'code': '93C23', 'scheme': 'msc2020', 'text': 'Control/observation systems governed by functional-differential equations'}]",2,No doi or fulltext link available
